stemmed_review,label
hadeh aplikasi bagus pesan jalan klatakantanggul sempet terima sm driver lalu 3 mnt telah hilang mungkin cancel dr driver males banget kalau padahal bayar tidak gratis nama driver muhamad zaini kecewa aja si kalau fitur cancel gt wkwk,0
aku sangat senang pakai gojek respon layan customer sangat cepat tepat terima kasih gojek indonesia hadir kamu,1
mau puasa malah gojek susah mahal banget biasa 9010 skrg jadi 40 kira semua org banyak duit tu bolak balik aja dah 80 kau pikir la pakai logika,0
driver kaga jelas lelet masa gua sesusai titik bilang sesuai padahal diri titik gua,0
makin kesini makin jelek sering tlat gara kata driver grab map tidak akurat tlong dprbaiki tau balikin google map biar costumer tidak pindah apk se belah,0
email kok daftar gojekmau buka akun lupa pakai nomer manapemulihan akun tetep gbisatrus cara gmn,0
kapok aku pke grab baru kali aku bikin kapok tidak dpt driver haruss cancel tidak customer hrus nunggu 2jam bhkan lebih bikin kapok tahun tahun pakai aplikasi baru kali aku bikin bener bener emosi,0
titik map harap update segi titik maps indrive jauh lebih bagus kasih fiture foto chat mudah konsomen driver,1
terimakasih buat aplikasi maxim sangat bantu orangorang cari transportasi tolong depan aplikasi kalau langgan mau daftar mau pakai jasa maxim serta foto terimakasih,1
sangat bantu butuh waktu cepat ada dadak sangat bantu dapat ekonomi mintra kerja gojek driver,1
alhamdulilah lama guna drive maxim sy mrasa puas syukran zakalahu sayang link bs simpan sperti scara automact,1
bangeetmembantutp terkadang driver sdh dipickup tp ngk tanggung jawabmalah minta dibatalkansangsi tegas itungk niat bikin jelek nama driver mmng bagus kerja kerjanyasemngaatt sukses sllu gojek,0
sangat bantu moga makin baik gocar cari driver dekat kalau jauh suka lama nunggu kad ang driver minta cancel,1
langgan pakai jasa maxim harap laku verifikasi ktp lebih banyak tipu kasihan driver maxim,1
driver sekarang banyak minta parkir karena cuma 5rb beli bayar 14rbsangat sayang,1
alhamdulillah selalu bantu butuh transportasi kapan perlu makin banyak inovasi nyaman tumpang nya sangat bantu,1
cross cek driver atas nama novriza ramadhani argata motorcycle bewarna merah nopol h4533yq rating apk 42 ancam peras bukti chat jadi 23 februari 2025 pukul 2200 wib,0
cari driver skrg susah cocok kasi bintang gin driver pilih kasih semua mending pindah belah aja,1
bintang bicara dulu pernah tibatiba voucher gojek nila rp 10 10x jalan langsung masuk akun gojek,0
aplikasisi untung pu aplikasitapi abang ojek tsk dpat berapa maka lebih milih maxm akun gojekcuma mikirin buat pnya aplikasi buat apa,1
gojek baik dong heran banget cancel ojek malah kasih makin jauh lokasi kan heran orang mau mana tidak ngendelin gojek,1
apk bikin ojol jd tidak makan kena suspend 1 minggu padahal numpang nedung hade,1
driver grab edukasi kait tarif krna ngeluh trs n jebak tumpang mnta tambhan ongkos 20ribu n jalan minta mati aplikasi bayar tunai tf langsung driver,0
layan aplikasi nya buruk banget selalu dicariin driver titik sangat jauh padahal dket titik jemput banyak deh bnerin kerja jgn ky orang amatir baru kemarin bikin aplikasi deh,1
aplikasi bagus promo buat jadi lebih murah guna baru jadi gojek lebih nyaman seru,1
trimakasih bantu banget dgn driver maxim moga layan maxim makin hari makin baik driver ramah bersih,1
verifikasi muka orang tua tinggal gimana mau verifikasi muka padahal sisa uang gojek,1
hari gojek is the best for mesya pakai gojek sejak tahun 2015 tp sya simpan 1 bintang tidak kasih fasilitas pinjam paylater baru pakai bbrp bulan langsung kasih kecewa bagaimana nilai,1
aplikasi overall bagus lama sma kls 2 sampe kuliah smstr 6 layan selalu muas driver sangat latih,0
kesel banget kalo nyari driver ngga dapet sampe satu jam lebih ngga dapet padahal posisi jakarta kota bukan jam sibuk kerja,0
kecewa banget sumpah tidak mau pakek nih apk nunggu driver nya lama padahal pakai prioritas aja nunggu lama,1
susah banget cari driver banding grab bnr bnr tidak dapet sama sekali kalo grab aku peaen lgsg driver mau ambil,1
susah cari driver gojek banyak kasih promo murah percuma gada maj ambil mending jangan pakai gojek pakai aja maxim,1
driver nya payah payah mahal doanghujan hujan tidak ngambil padahal nyalain cari cepat mending aplikasi kuning murah langsung ambil,1
maaf kasih bintang 3 jarang diskon promo grabbike maps driver kadang error jd driver putar arah jauh titik tempat tuju,0
aplikasi ngaco cepat berangkat driver jauh jauh terus lokasi nya beberapa kali pesan cancel pesan cancel ngaco,1
makin lama makin kurang ajar aja driver sekarang padahal dah dekat jarak dicancel mulu padahal darurat milih prioritas min hapus tombol cancel driver rating jelek driver ngecancel,1
baik systym sangat rugi mitra driver map suka salah hitung argo sangat murah sekali,1
grab kalau selesai ama satu tumpang jangan nerima tumpang lama tungguin soal ny,1
aku sen gojek biasa bukan hemat tetep aj dpt motor supra jelek padahal bayar nya loh mahal hadeh gimn,1
cuaca hujan cari grab malah makin tinggi harganyamana dapet lama banget gilir dapet drivernyamalah jauh bilang maps salah parah banget sihmana urgent grab baik,1
oke cuma sering dapet ojek jauh 79 menit kan ngga selalu pergi jauh pergi cm 6 menit dpt ojek 68 mnitan nunggu kalau urgent jd ngecansel,0
aplikasi bodoh harga emang tentu kualitas logika nya kalau driver argo rendah yah layan kacau wajar sih mending aplikasi belah deh lebih mahal sedikit layan top,1
malam paman gojek mau ta soal akun syaa driver dunia skrng tidak kunjung aktif dri tahun 2014 skrng tdk aktif jga,0
aplikasi bener sopir grab car nya sering tidak bener biasa malak mohon grab beri tegur sopir sopir,1
sangat tidak worth it masa iya siang driver nya tidak kembali uang tidak guna seragam maxim kecewa kali kali kena maxim,1
sedikit kecewa sih alam grabcar hemat lumayan tuh diskon layan kurang muas dong layan tingkat pernah bilang tidak enak sama driver bilang minus lah rugi adain grab car hemat grab bike hemat,1
saran alas kemudi minta cancel klw pecancelan fitur blokir driver deh muak 3 hari berturutturut org sama minta cancel terus,1
cari alamat cuman peta opsi satelit hilang alamat peta ngaco baik,0
kemudi septian had daihatsu sigra warna coklat tua nopol bp1706ci selamat nikmat jalan rating 495,0
depan kantor aja daftar driver tutup nyata eh nyata tetep aja buka daftar alas opang grab vip lain kantor jangan mau perhati driver jga mitra perhati tarif nya murah suspend pm pemberitahuan driver,0
cepat mantap proses nya driver nya sahabat kurang promo nya aja nih pihak gojeg nya,1
bagus tampil aplikasi baik tingkat utama pemberitahuan rute jalan mudah lihat,1
aplikasi selalu tindas driver tidak jelas banget kasi driver cs bayar 19rb driver cuman dapet 9rb duh karepmu piye cs peras kok driver malah tambah sengasara,0
sen gojek lama banget gila padahal gojek keliling banyak banget ngak mau ambil aneh,1
gara salah satu driver kalian sampe uninstall beri bintang 1 buat aplikasi bener singgung kecewa,1
kocak apl ngaco milih tempat tuju aja susah banget milih peta cari gabisa,1
aplikator rugi konsumen driver fokus sekarang bukan layan biaya terus naik imbang tingkat layan,1
dulu sempet hapus gojek sekarang download gojek susah masuk verifikasi wajah nyoba banyak kali tetep gabisa soal dulu waktu hapus gojek verifikasi wajah minta mau pakai gojek cepat,0
dah capek pakai gojek tidak komitmen cancel tidak malah nunggu lamaa ujung selalu susah driverteralhir pakai app gojek,1
mapsnyaa mudah min kadang aga susah search alamat dik berat drag maps buka fitur foto room chat mudah customer beri informasi driver,1
aplikasi sial cari driver susah cancel terus padahal jemput orang sakit parah tidak fitur ngelaporin driver cancel apa,1
ada aplikasi gojek ini sangat membantuu urusaan sayaa neng banget ih kadang promo suka tidak ngotak wkwkwkw,1
hallo grabb guna setia grabb sekarang grabb jadi lelet makan waktu loading bener bener lama sangat jengkel beberapakali sen grabb car xl mobil dateng 3 tumpang bagaimana grabb,0
cari driver susah ngga cepat kaya dulu sistem makin aneh it terlalu pintar jadi sulit cari driver,1
grab skrg lot lelet tidak cpt respon kaya dulu mau cancel krn salah tuju loading lama banget keburu driver datang,1
driver nya datang lumayan cepat cuman maps jalan kampus masuk gang gang g bs jangkau banyak maps nya,1
tertibin driver driver tidak ramah kecewa biar nyaman guna kapok pakai gojek makasih,1
gojek dong aplikasi baharu map selalu berubah2 tdk sesuai titik tujuerror mulu,1
susah skrg gojek tidak promo psn grab padahal sdh beberapa thn pakai gojek uninstall dulu,1
bayar ongkir mahal driver terima kecil kasi buat driver baik buat ongkir driver biar konsumen tahan sama grab,1
argo murah jangkau driver baik2 banget bersih rapih driver maxim tau lokasi padahl stasiun banyak orang,1
banyak diskon promo tarik cocok saku pelajarmahasiswa sangat bantu tuju lokasi magang terima kasih gojek,1
aplikasi mantap krna aplikasi transportasi ku jdi lbih mudahtrima ksih ucap kpd pihak maxim,1
pesan ojek 1830 kok dapet ojek 5km lebih jarak waktu tempuh cuman 1015 menit jadi 40mnt 1 jam padahal banyak ojek jarak cuman 500 meter telat masuk kelas nya gara2,0
sangat bantu akurat cuman sayang suka driver pilih pilih jarak kalau dekat suka minta cancle hitung ongkos padahal langgan ngerti suka ngasih tambah ongkos rasa bantu,1
bagus sih cuman aja lag pas akses lama banget pas nyari tempat maps nya kayak smoothlancar gitu benering dong min,0
teu pis stiap kali psen gojek lama nunggu mah harga mahal mending harga mahal cepet dpet yah mah nunggu lama smpe ksiangan,1
pesan grab plus beberapa x y taxi bb y mobil pribadi bkn taxi bb lama lama pindah pakai gojek jelas bkn kaya grab kecewa sistem grab,1
langgan hormat karna jemput goride utama jam sibuk blast nya terlalu jauh mohon langgan bawa motor masing masing harap langgan tidak telat lokasi tuju,0
gojek nya peras rakyat indonesia banyak keluh driver semoge perintah cepat nya laku kece pasar aplikasi gojek,1
dihimbau utk kemudi gocar jgn rokok mobil bau assp rokok msh tinggal sangat ganggu,1
alhamdulillah mo butuh tinggal gojekin aja on time baik moga allah ganti lebih juang cari nafkah,1
harga jadi naik 2 lipat ngak biasa fitur grabbike hemat hilang tiba tiba,1
baik kondisi sekarang banyak driver susah makan hasil turun rela tidur jalan miris banget denger keluh kesah driver gojek moga bijak kondisi sprti tidak manusiawi,1
fitur cari driver segera baik kali mes selalu driver lokasi lampau jauh padahal lokasi mesan banyak sekali driver lebih dekat selalu malah dapet driver jauh,1
biasa banget gojek tiap bru ujan selalu susah cari driver kali tidak dapet mana lama banget padahal ujan aja tidak besar ud renti begini bagi dapet driver jauh,1
45 menit mesan gocar semua tidak gerak mobil hujan mau kerja apa memang driver pantau,0
2018 sama sekali gapernah guna gojek 2024 full guna gojek kecewa jarang promo good deal,1
2 bulan berat banget apk nya bkin ngelag hp ram 4gb apk ojek online apa yutub sih buka kok malah otomatus mutar video tidak jelas bikin berat,0
aplikasi scam beli gojek plus biar dapet promo potong panjang malah tidak promo sama sekali,1
driver tuh sekarang emosi terus minta tip padahal minta bakal gue kasih kalo minta kek tidak iklas aja mana tau bayar murah goceng doang ngomel nya costumer hadeh mls pakai gojek,1
hp guna baca layar entah sekarang akses angkat terima telepon driver gojek hari sesal kecewa 2 driver motor gojek soal sebut,1
ni aplikasi tololl banget dah mau cancel sulit tidak jelas bet nungguin sampe hampir 3 jam tidak driver tidak jelas banget cok,0
dong sedia aplikasi benah maps aplikasi nya biar user driver tidak bingung masa maps nya diputerin puterin pdahal pakai jalan umum lewat orangorang,0
suami pakai gojek alamat tuju jauh alas gojek tidak pernah nganter stasiun leles malah turunin pasar leles jarak jauh stasiun masa driver tidak baca maps tanya2 tumpang,0
banyak susup hati hati banyak nipu 2 kali soal e tetep grabgojek pemenangya harga kualitas layan,1
aplikasi anjink paylater gua blokir emang bi padahal gua lunas gua doa moga bangkrut lo gojek antek antek,1
gojek bulan februari mhal banget banget banget padahal jrak dekat baget go ride maupun gocar mhal g sesuai jarak voucheer buat krtu bsi g bca,1
driver sangat ramah sangat sopan profil perempuan actual laki penting jujur target tepat sasar,1
jauh aman driver santai ui aplikasi ramah guna baru pokok best deh cuma minta kembang terus sesuai butuh konsumen,1
sangat bantu jalan kamipengemudi ramah tau jalan jadi customer rasa nyamanterima kasih hati hati kendara kak semangat,1
sengaja ngasih bintang lima biar d bacaaplikasi pembohongpromo nya kompensasi 10 bila driver lambat jemputini tiga hari kompensasi tidak masuk2padahal telat aj sampe jam,0
makin kesini grab makin gjls mesen grab segitu banyak nya grab gaada ngambil lebih baik ojek pangkal meski mahal satset,1
kecewa kasih sanksi driver hubung susah jauh lokasi dekat hidup notif padahal tidak mau ambil tumpang alas makan,0
benar grab sangat membantucuma mo bayar pke duit lbih selalu bilng tidak kmbalianaph trik nya padahal klu driver nya siap kmbalian brapa punaku selalu lebihintpi konsisten jgn mau lbihan selalu bilng tidak kmbalian,1
16 februari 2025 parah apk eror tidak pakai stasiun cikoya mau keluar stasiun tidak parah gojek,0
kalo hujan harga tidak ngotak masak jarak 3km kasih harga gocar 460 kalo niat mau peras jgn lewat aplikasi,0
bgus ramah trnyta tidak semua driver tidak bersih dn rapihh wlaupun rta2 tidak mngenk atribut lengkp,1
alhamdulilah bpk tukang gojek sangat sopan nyaman selamat jaga baik terima kasih bpk gojek,1
voucher banyak 50 buat hemat jd bilah gojek plus biar ongkir potong eh gojek plus tbtb voucher ilang padahal 9 masa laku mas byk ampas deh emng kalo pakai gojek mnding grab,0
grab kok map beda sama google mao sen titik bingung karna beda sama google map takut driver bingung coba baik map,0
dong driver maxim buat jaga bersih helm pernah driver helm tumpang nya bau bikin tidak nyaman,1
bantu jalan banyak promo nya moga makin banyak terus promo tetap tidak rugi driver,1
tambah akun kerabat orang tua anak kakak adik jadi atur jalan bayar awas semua aktifitas gojek,1
aplikasi sangat bantu tolong it baik jarak jemput jangan terlalu jauh kasi langgan nunggu lama kasi driver boros bbm tadak sesuai dapat sering kena cancel ayu donk baik jangan cuma mikirin untung doank maksimal semua saling untung terimakasih,1
semenjak d update sekarang pernah dpt voucher walaupun penguna baru sangat tidak nyaman pakai gojek,1
rata2 driver tidak ramah selalu guna kata2 tidak sopan costumer emosi habis optimal layan nya ganti driver nya driver mana coba kasar costumer nya banget biasa sopan sama costumer inget,1
kelola aplikasi gojek tekan mitra utama driver gocar utk lebih proaktif bantu tumpang punya disabilitas geraksakitlansia naikturun unit,1
kecewa sama gocar belitung susah banget cari driver mau ambil promo,1
susah cari driver kalau jam ramai padahal driver numpuk gegara ceo nya tidak becus jalanin company,1
pusat bantu tidak guna lama sekali respon padahal salah aplikasi bukan driver atau tumpang tangan lama tanggal 9 sekarang tangan,0
jemput lambat kemudi banyak tidak berattittude aplikasi banyak bug gps tidak akurat mahal pikirin banyak orang gantung sama gojek,1
susah buat ketemu driver sering salah alamat kalo tempat baru lebih bagus kalo fitur kamera dev,1
alhamdulillah nyampai selamat lancarabang grab baikramah banget terimakasih buat abang grab moga banyak pelangga lancar rezeki aamiin,1
muas l driver tahu jalan driver ramah jalan aman nyaman pokok nya top markotop tahan bintang nya,1
makas gojek sering dapet diskon kalo sen makan sangat bantu kalo pas laper males beli makan,1
buruk tidak temu rumah cari cari tetap tidak baik map,1
apa sama grab susah bener cari cs live soal mau aktifin grab pay later kemarin eror mulu,1
3 x baru hasil dapat mobilyg 2 minta dibatalkanmohon driver sering batal beri ingat denda,0
donk buat gojek jelas jalur nya lewat tol tidak kasih customer pilih mau lewat jalur tol non tol biar tidak buang2 waktu cari driver mau ngambil sesuai jalur gojek,1
tidak rekomendasi tidak gercep supir titik lokasi jemput nya pokok tidak gercep lah supir padahal buru buru,1
tidak kalau cancel kasih alas driver tidak jalan jangan harga jadi naikwong driver tidak mau jalan chat tidak dibales jdi harga naik jauh,1
goceng hapus samar no2 hp tiada trus jemput usaha dekat2 sejahtera semua driver2,1
tgl 31 januari 2025 sy pesan maxim buat anak sy tp turunin jalan padahal sy bayar sesuai aplikasi malah sy tambahin tp driver nya kurang ajar mana pakai nomer beda sy sdh komplain cs tp tidak tanggapiparah maxim,0
respon cepat kemudi santun terima kasih maxim memang murah mantap lah teman jalan,1
sangat berterimakasih kemudi driver sangat ramahbaiksopan berhatihati kemudi kendara mobil,1
selektif mitra banyak sekali driver minta bayar lebih jadi sen car harga 14k dimintain 50k duluan boroboro tuh driver gerak gamau jalan malah nyuruh customer batalin mohon sekali mental opang kayak gitu tindak banyak ngeluhin,0
apa driver jutek banget judes sama cs parah sampe maksa minta tips tadi niat mau ngasih tips sikap driver jadi males dong driver tegur utama wilayah cirebon,1
mahal nyari driver lama banyak tambah biaya tidak pakai kalo urgent hari,1
lelet bangetmalas pakai grab padahal dulu pakai aplikasi terus sekarang maaf alih gojek,1
kacau sekarang grab mentang2 banyak pakai jd jelek layan nya saat butuh cepat cari driver ehh kasih selalu jauh terus padahal daerah grab ngetem,1
banned entah salah apajd mall fungsigbs dipake naik ojek dllbaik uninstall aja kaliapk 100 curiga,1
tidak jd driver tidak usah masa driver minta cancel tanggung naik tarif padahal guna aplikasi grab,0
yth maxim mohon mohon banget ongkos naik kalau cuaca sedang hujan kalau sedang hujan deras kasihan banget sm driver nya,1
banget kalo pas ujan driver mau pick selalu gabisa pakai gocar kalau wkt hujan gada mau ambil,1
tidak perlu adain grabcar grabike kalau ujung supir ngeluh customer bukan soal apa nya jadi kaya paksa melibihi byr krna tidak enak,1
kurang suka grab karna satu driver sya tidak kenal tiba nuduh sya nama opik sya tidak tau opik siapa mana kata bego pas sya mau bls chat nyata akhir,0
gojek selalu siap d butuh mana murah disconlagi yok up load sekarang,1
aplikasi gojek minta utk akses kontak hp utk sadap hp gmn kayak sy mending uninstall deh,1
cara daftar susah dulu cuma masuk no tepon sama akun facbook sekarang tambah ribet penupang,1
jujur gua cape banget daerah gua susah banget driver deket malah jauh banget dapet benerin dong tad gua marahmarah sama driver mau jemput kata customer bala padahal gua tidak ngapangapain benerenin atur cs driver perhatiin,1
driver nya sangat baik hati disiplin sangat wibawa patuh atur per grabpan,1
tarif lbh murah banding laindriver ramahsampai tepat waktupemilihan rute tepatsmoga tarif tetap murah yaa,1
susah buat nyari alamat pas nya tidak kaya gojek tidak ribet mah ribet banget buat nyari pas titik nya jdi males make nya,1
kurang enak suka lama banget dapet draiver sampe 20 menit nunggu cari draiver dulu mah cepet 1 menit 2 menit langsung dapet,0
lah kasih tau sama driver selallu bawa uang kembali jangan alas tidak kembali terus,1
alhamdulillah berkat nya grab pupuh langgan engrab nya selalu layan ramah baik terus updatkan cara guna aplikasi mudah meggunakan mudah erti terima kasih,1
keren sih ada program grab hemat driver fg motor baru besar mantap deh grab,1
mohon baik min layan nya saudara pilih grab car plus blue bird mulu orang mau mobil biasa kerja sama sesuai jenis pilih layan customer ingin,0
hai guna grab car baru tau bincang driver kalau tarif bayar nyata potong nya besar driver terima kecil sekali miris sekali do tau cari win win nya biar aplikasi mitra nya tetap jalan,1
sempurna buat pak sopir nyamau nganterin sampe depan rumah walaupun pelosok desaberkah selalu pak sopir moga lancar terus usaha rejeki,1
gojek deh naikin harga tidak kira2 biasa jarak deket cuma 15rebuan jadi 4050rb mah org bakal males kali naik gojek tidak bakal mau make bye gojek,0
kecewa opsi 3 ongkir hemat laku 3 kali tidak driver padahal deket sumpah hari sangat sangat kecewa dapet driver jauh banget nunggu 30 menit telat kerja,0
makin hari makin jenuh sama layan beri sama pihak gojek mungkin bakal uninstall apk nya,1
trimkasih banyak lama tahun tahun aplikasi grab serta bapak driver bantu sarana aktivitas makan minum sayasukses selalu mmuaahhtks tuhan yesus kati semuaamen,1
sumpah aplikasi bantu biginda tapi plis benerin error nya 2x tiba tiba kecantol driver padahal barusan nyampe titik tuju jadi pertama dapet driver dianterinnyampe malah kecantol driver mohon baik yaa bikin spot jantung ae aku kasih bintang 4,0
dapet driver susah banget cancel kalau driver tidak sesuai sama harga aplikasi mending samain deh argo nya kalo kyk gin nunggu lama banget cancel terus,1
driver sangat ramah pilih jalur nya bagus moga selalu sehat dilancarluaskan rizki nya halal barokah,1
guna banget sih aplikasi kalau pulang kerja malam nih mesan transportasi sini terimakasih grab,1
apk sangat tidak peduli selamat banyak driver tidak pakai seragam suka jalan contoh lawan arus trobos perboden,1
tidak kwatir lgi takut tidak pulang tidak pu kendara pribadi semenjak gojek is the best lah pokok,1
mohon jelas nya an nusron driver b 1961 rop tarif nya rp 97500 jadi rp 1070 berangkat balik pulang tarif sesuai rp 99500 driver z 1517 em an wahyu hidayat,0
adain fitur chat buat jemput yah kasi driver nya nelpon kalau mau jemput habis pulsa nya ongkos tidak berapa,1
grabcar driver engga pakai otak jalanin mobil minus akhlakminus attitude layan jelektidak ramah tumpang,1
versi baru gojek malah bikin chat driver enggak muncul notif hape langgan pas cek menu chat baru tahu kalau chat,0
lama banget dpt driver mau reguler ekonomis tetap sama buka cuma sekali sering,1
aplikasi ribetnyari driver tadi tidak dapetdriver tidak niat kerjabuat ceo gojek evaluasi lah driver,1
baik sistem beberapa kali pas sen goride 1 malah dapet 2 driver kasi driver satu jadi dibatalin,0
sekarang gojek ko kutang muas padahal driver banyak susah buat psenkecewatolong tingkatin biar tidak pindah apk kan kasi driver nungguin ordran sistem ganguan gin,1
sistem aplikasi makin lama makin tidak bagus cari driver jauhjauh tidak efisien,1
harus tindak dri pihak grab lapang titik ojol jemput tumpang tidak gesek sama ojek pangkal tempat segera tidaklanjuti tumpang enak ojol lebih tepat waktu tepat titik penjemputantitik tuju tumpang,1
adil dlm beri sanksi jgn terima lapor fitnah dr cs lgsg akun driver disuspend pemberitahuan slah apa buat,1
makin kesini makin tidak jelas si gojek pu limit paylater gabisa dipake padahal gapu tagih paylater bayar,1
terimakasih banyak owner maxim seluruh team moga selalu sehatkuatslmtamanlancarbrhsil makin sukses barokah dunia akhirat seluruh,1
mati fitur one tap suka double booking kasi driver cari tutor mati fitur sebut gaada sama sekali tutorial nya,1
sen gojek motor utk saudara driver muter kejauahan ngak tau dicancel driver nya gimana trs sen pakai aplikasi ojol tiba tiba dpt notif dpt driver baru dr gojek padahal td tercancel kesan pesan,0
peke grab bike hemat bayar 170driver terima 10400 gila grab tidak ngotak kasi driver kira driver nerima 150,1
usaha sengsara driver tolonh driver pindah aja semua le tempat langgan harap segera uinstal app jangan pakai,1
lebih peduli sama driver apa kalau driver bener pu masalah jangan anggap driver lu robot driver masalah malah lu tambah bikin susah driver lu kocak,1
sen ambil 1 jam selesai 2 jam baru selesai dapet driver lama bnaget padahal tidak hujan gmana,0
ketatin atur nya bikin jengkel az gojek nya sini bayar massa pakai gosop suruh kensel trus,1
dong kalau terima calon driver seleksi dl manusia nya jangan bodoh tolol nyolot,1
iklan nya ganggu banget susah close jarang pakai mahal beda sama gojek maxim driver kasus mulu kaka hampir dilecehin sama driver grab,1
maaf pernah kena damprat driver grab minta tunggu 5menit bener bener damprat sampek telpon marah marah memang lokasi masuk2 komunikasi sama temen perlu jemput,0
selalu driver posisi jauh padahal dekat rumah banyak driver parah tidak dulu mending pindah apk aja,1
pilih rubah rute driver biasa minta ubah rute harga lebih mahal harga tetap meski ubah rute driver biasa kesalmarah hapus aja pilih ubah rute,1
alhamdulillah selalu dpt driver ramah cekat selaau kendara kendara sgt hati2sehat sellau babang ojek gusti mberkahi,1
aplikasi sangar tolong giat hari tarif awal oke sekarang makin mahal alas ini baik latih jujur baik dua,1
banyak bantu bagai kondisi sedikit koreksi terkadang titik tidak sesuai alamat driver tolak ambil jarak atau macet moga makin lebih baik nyaman konsumen trimakasih,1
maping nya benerin jelas2 bener pas titik alamat kok driver2 malah titik lainjadi terus marahin sama driver padahal titik rumah bener,0
kendara motor banyak tidak patuh atur lalu lintas driver beda nama milik banyak tidak ramah,1
layan konsumen jelek driver jarang mau datang dgn bagai alas tak masuk akal driver pilih terlalu jauh titik jemput,1
driver sangat ramah cpt respon dn sangat tenang bawa kendara ny maka ksh bintang 5,1
sangat bantu jalan walaupun kadang aja driver luar nurul its okay lah,1
aneh sama ojol maxim jd double bayar tdny pakai kasprolalu akhirny pindah jadi tunai cek kaspro kurang,0
grab sekarang mahal sekali lebih murah aplikasi belah nyesel pernah jadi driver grab kalian untung kali kali lipat sampai bapak presiden ongkos grab jadi sangat hemat,1
sangat membantucepat tangan baik ulas jelekdraiver ramah baik meski lama cari driverjarang promo goride tetap gojek pilih sukses trus gojek,1
hujan selalu susah driver gocar selalu cancel krn gocar pilih pindah aps,1
woi gojek emang kalo mesen trus tidak jadi bayar mesen gojek lama maka cancel eh pas dateng orang marah marah minta duit kan harus cuma 17 minta uang ganti bensin sampe 50k ah elah,0
terima kasih layan driver grabsemoga kwalitas pelayana makin baik makin berkwalitasmampu beri percaya nyaman customerterima kasih,1
dtng sekolah beri voucher 200rb eh pas dipake tidak cara pakai tidak beri tau nipu tidak si,0
oi minimal kalau boking gocar grab kalau waktu hujan cepat lah apalgi pagi jam 3 lama banget nya mana dpt nya jauh pda gamau kesel banget,1
pakai lama gojek tidak fitur gojek buat apa apk nya kalau tidak guna nya uninstall,1
sumpa gojek pas awal banyak banget diskon nya lama lama gaada diskon eheheheh but issoke makasih gojekk,1
sengaja beri bintang 3 karena baru pertama kali coba guna kan aplikasi gojek,1
sangat bantu jalan luar kota biaya nya relatif murah banyak promo nya terimakasih grab,1
selamat petang ijin berta gatot supriyanto akun gojek kok aktif sdh 4 bulan dipanggil2,0
aplikasi gajelas akun gua 3 beku semualaporan tetep non aktif mending gojek ama shope grab mah enak cuma grebe grebe,1
licik banget notif tidak matiin notif promo cuma pengin terima notif jalan pilih cuma nyalain matiin semua notif setting 2 bintang kategorisasi notif jelas,1
pungli kedok aplikasi ongkos terima driver sangat murah 5 ribu padahal customet bayar tarif normal 12 ribu jarak dekat ongkos,0
aplikasi nya bagus sangat bantu jalan saran tambah opsi tampil peta jenis satelit terimakasih,1
aplikasi anak bangsa kok susah driver bikin sejahtera driver custumer senang kasi potong driver talu besar moga pimpin segera hidayah,1
benar cukup membantutapi banyak rugikankita customer kadang keluh cara kerja aplikasi bayar full layan kualitas kurang baiksaya tnya driver kata aplikatornyagmna inipantas cs sama driver slalu marah kaya adu domba perbaikiqt cs full byar,1
mntap krn perjln jd lncar tepat wktu trimz buat rekan2 grab ati2 d jalan jgn lupa jaga kondisi,1
booking cara hapus gimana sering pencet krn memang cepat banget dapet kalau tidak sadar sen ulang trus,1
selaku driver kecewa sistem gojekberpihak belah customersaya ngejar bonus weekendtp tumpang cancel performa turun padahal tumpang cancelotomatis gagal bonus tidak kejar jadi sia semangat ngejar bonus malah gagall,0
driver nya tidak sabar bawa kendara tidak peduli kubang air kaya tetep terobos aja buat guna motor ciprat air kotor jadi santai pak,1
driver gojek sekarang sombong mentang mentang cuma 10 ribu tidak mau ambil gerak padahal terima driver,1
instal uninstall sekian x nyapesan maxim car selalu tolak ma drivernyapadahal map lihat banyak driver dekat harga tiba ubah tarif awal baik,1
jangan pakai gojek si gojek ngasih ongkir driver cuma 5 rb aplikasi maruk,1
tiap hujan selalu susah driverdan bukan perkara sambung internet benah pihak gojek perkara,1
sen jam 1900 jam 2200 tidak dpt dpt driver gabisa dibatalin bikin gabisa tidur kalau tidur tkut dpt driver benerin lah gajelas,0
serius deh jelek banget sering tidak nemuin titik lokasi cari padahal nyoba app belah,1
bagus kadang driver ugalugalanaku jatuh tp tidak tanggung jawabnyadan dpt kurang baikduduk nya mepet2 mau jatuh untung aja jarak dekat kepala ku sekarang sakitsaya cs wilayah sidoarjo,1
ken kasih bintang 1 kalau driver tuju lokasi jemput aplikasi sama tumpang tidak briefing dulu gitu driver nya,1
oke kemudi abed nego banga motorcycle warna merah nopol dn4712er selamat nikmat jalan rating 490,0
driver sekarang belagu banget hubungin suka tidak dibales 10 menit kemudian baru dibales jalan lama banget,1
prioritas kan driver bintang 5 donk kayak aplikasi sebelahlayanan maksimal nyaman dijalansaya guna gojek lamaterima kasih min,1
apk astaghfirullah sekali masa mau daftar malah tidak kasih kode terus nyoba cara malah sulit,1
sya trauma pakai gojek sya sen gojek trs cancel krn hbis lomba nyata pulang krn eval langsung sy cancel cepet cepet ternyats ojol pas pulang nunggu depan buat ngata ngatain,1
