score,app,review,translated_review,label
1,Gojek,akhir akhir ini harganya gak masuk akal mesen gojek buat ke kampus biasanya harganya normal ini tiba tiba naik sampe 2 kali lipat dibanding sama aplikasi sebelah harga ttp normal,"Recently, the prices are unreasonable. Ordering Gojek to go to campus used to be normal prices but suddenly doubled compared to other apps, which still have normal prices.",0
1,Gojek,masak reviu akun spaylatter sudah lebih 6 bulan gelooo lu gojek mending hapus nih aplikasinggak guna banget,"Why does the SpayLater account review take over 6 months? It’s crazy, Gojek, better delete this app; it’s useless.",0
5,Gojek,terima kasih sama cs dan timnya yang akhirnya saya bisa pindah ke device baru saya tolong pihak gojek harus naikkan gaji mereka karena mereka sudah membantu saya memindahkan akun saya ke device baru,"Thanks to customer service and the team who helped me move my account to a new device. Please Gojek, raise their salary because they really helped me.",1
5,Grab,alhamdulillah untuk saat ni selalu dapat driver yg baik dan ramah semoga selalu menjaga keselamatan penumpang nya aamiiiin allahumma aamiiiin,"Alhamdulillah, so far I always get kind and friendly drivers. I hope they always maintain passenger safety. Aamiin.",1
1,Gojek,hadeh aplikasi sudah bagus saya pesan perjalanan klatakantanggul sempet di terima sm drivernya lalu 3 mnt setelahnya hilang mungkin di cancel dr drivernya males bgt klo uda begitu pdhl bayar ga gratis nama drivernya muhamad zaini kecewa aja si klo ada fitur cancel gt wkwk,"The app is good but when I ordered a trip from Klatak to Tanggul, the driver accepted, then after 3 minutes disappeared—maybe canceled. So annoying because I already paid and it’s not free. The driver’s name is Muhamad Zaini. Disappointed if there was a cancel feature. Haha.",0
5,Gojek,aku sangat senang memakai gojek respon dan pelayanan customer sangat cepat dan tepat terima kasih gojek indonesia telah hadir untuk kamu,"I’m very happy using Gojek; the response and customer service are very fast and accurate. Thanks, Gojek Indonesia, for being here for us.",1
2,Gojek,kenapa mau puasa malah gojek susah dan mahal banget biasanya 900010000 skrg jadi 40000 dikira semua org banyak duit tu bolak balik aja dah 80000 kau pikir la pake logika,"Why does it get hard and expensive during fasting month? Usually, the price is 9,000–10,000 IDR, now it’s 40,000. You’d think everyone has lots of money. Back and forth it’s 80,000 IDR. Use some logic, please.",0
1,Maxim,drivernya pada kaga jelas dan lelet juga masa gua udah sesusai titik di bilang nggak sesuai padahal udah berdiri di titik gua,"The drivers are unclear and slow. I was already at the location but told it was wrong, even though I stood exactly at the point.",0
1,Grab,makin kesini makin jelek saya sering tlat gara kata driver grab map gk akurat tlong dprbaiki tau balikin lagi google map biar costumer gk pindah ke apk se belah,It’s getting worse. I’m often late because Grab’s map is inaccurate. Please fix it or bring back Google Maps so customers don’t switch to the other app.,0
1,Gojek,ini emailku kok udh kedaftar gojekmau buka akun tapi lupa pakai nomer yg manapemulihan akun tetep gbisatrus caranya gmn,This is my email; I already registered on Gojek but forgot which number I used. Account recovery still can’t be done. How do I proceed?,0
1,Grab,kapok aku pke grab baru kali ini aku di bikin kapok gak dpt driver haruss cancel gak customer yg hrus nunggu 2jam bhkan bisa lebih bikin kapok tahun tahunan pake aplikasi ini baru kali ini aku di bikin bener2 emosi,"I’m fed up with Grab. This is the first time I’ve been made frustrated—no drivers available, forced cancellations, and customers have to wait 2 hours or more. After years using the app, this is the first time I’m really angry.",0
1,Maxim,titik dalam map harap di update dari segi titik maps indrive masih jauh lebih bagus kasih fiture foto dalam chat untuk memudahkan konsomen dan driver,Please update the map points; Indrive’s map points are much better. Please add a photo feature in chat to help customers and drivers.,1
2,Maxim,terimakasih untuk yang buat aplikasi maxim yang sangat membantu para orangorang yang sudah cari transportasi tapi tolonglah untuk kedepan aplikasi kalau ada pelanggan mau daftar atau mau pakai jasa maxim tolong di sertakan foto terimakasih,"Thanks to the Maxim app creators who really help people find transportation. But please, for the future, if customers want to register or use Maxim’s services, include photos. Thanks.",1
5,Gojek,sangat membantu ketika kita butuh waktu cepat dan keadaan mendadak dan sangat membantu pendapatan ekonomi sebagai mintra kerja gojek untuk drivernya,Very helpful when we need quick service in an emergency and it helps driver partners economically.,1
5,Maxim,alhamdulilah selama menggunakan drive dari maxim sy mrasa puas syukran zakalahu namun sayang link blm bs di simpan sperti scara automact,"Alhamdulillah, I am satisfied using Maxim drivers. Syukran zakalahu. However, unfortunately, the link can’t be saved automatically yet.",1
5,Gojek,ok bangeetttmembantutp terkadang ada jg driver yg sdh dipickup tp ngk bertanggung jawabmalah minta dibatalkansangsi tegas seperti itungk niat dan bikin jelek nama driver yg mmng bagus kinerja kerjanyasemngaatt dan sukses sllu gojek,"Very helpful! Sometimes drivers who’ve been picked up are irresponsible and ask to cancel. There should be strict sanctions to avoid bad intentions and ruining the reputation of drivers who work well. Keep up the spirit and success, Gojek!",0
5,Gojek,sangat membantu semoga makin baik lagi untuk gocar tolong dicarikan driver yg dekat kl jauh suka lama nunggu dan kad ang drivernya minta di cancel,"Very helpful. Hopefully, Gocar will improve. Please find drivers nearby because if it’s far, we wait long, and sometimes drivers ask to cancel.",1
3,Maxim,tolong untuk pelanggan yang memakai jasa maxim harap dilakukan verifikasi ktp terlebih dahulu karena sudah banyak penipuan kasihan para para driver maxim,Please verify ID cards for customers who use Maxim services because there are many scams. It’s unfortunate for Maxim drivers.,1
1,Gojek,driver sekarang banyak yg minta parkir di karenakan yg di dapat cuma 5rb sedangkan pembeli bayar 14rbsangat di sayangkan,"Many drivers now ask for parking money because they only get 5,000 IDR while customers pay 14,000 IDR. Very disappointing.",1
5,Gojek,alhamdulillah selalu membantu saat membutuhkan transportasi kapan saja di perlukan semakin banyak inovasi untuk kenyamanan penumpang nya sangat membantu,"Alhamdulillah, always helpful when I need transportation anytime. Keep innovating to improve passenger comfort.",1
1,Maxim,tolong di cross cek driver atas nama novriza ramadhani argata motorcycle bewarna merah nopol h4533yq rating di apk 42 tolong dia sudah mengancam dan memeras saya saya ada bukti chatnya kejadian 23 februari 2025 sekitar pukul 2200 wib,"Please cross-check the driver named Novriza Ramadhani Argata, a red motorcycle with license plate H4533YQ, rating 4.2 in the app. He threatened and extorted me. I have chat proof. Incident happened on February 23, 2025, around 22:00 WIB.",0
1,Gojek,cari driver skrg susah cocok dikasi bintang segini driver pilih kasih semua mending pindah ke sebelah aja,Finding drivers now is hard. Good luck giving these drivers stars. They play favorites. Better to switch to another app.,1
5,Gojek,bintang yg berbicara dulu saya pernah tibatiba dapat voucher dari gojek senilai rp 1000000 untuk 10x perjalanan langsung masuk ke akun gojek saya,"About the stars—once I suddenly got a Gojek voucher worth 1,000,000 IDR for 10 trips, directly credited to my account.",0
4,Gojek,aplikasisi hanya untung untuk yg punya aplikasitapi abang ojeknya tsk dpat seberapa makanya saya lebih milih maxm daripada akun gojekcuma mikirin buat yg pnya aplikasi buat apa,"This app only profits the owners, but the drivers don’t get much. That’s why I prefer Maxim over Gojek because Gojek only thinks about the owners, what for?",1
1,Gojek,gojek tolong perbaiki dong saya heran banget saya udah cancel ojek malah dikasih makin jauh lokasinya kan heran orang mau kemana mana gak bisa ngendelin gojek,"Gojek please fix this. I’m very confused—when I cancel a ride, they assign me a driver far away. It’s frustrating; people want to go somewhere but can’t control the app.",1
1,Gojek,ini apk bikin para ojol jd gak bisa makan karena kena suspend 1 minggu pdhl numpang nedung hade,"This app makes ojol (motorcycle taxi drivers) unable to earn because of a one-week suspension, even though they only asked to rest. So frustrating.",1
1,Grab,tolong driver grab untuk diedukasi terkait tarif krna ngeluh trs n menjebak penumpang mnta tambhan ongkos 20ribu n ketika sudah jalan minta dimatikan aplikasi untuk dibayar tunai atau tf langsung ke driver,"Please educate Grab drivers about fares because they keep complaining and tricking passengers by asking for extra 20,000 IDR and when on the way, they ask to turn off the app and pay cash or transfer directly.",0
1,Gojek,pelayanan aplikasi nya buruk bgt selalu dicariin driver dari titik yg sangat jauh padahal dket titik jemput banyak tolong deh di bnerin lagi kinerjanya jgn ky orang amatiran baru kemarin bikin aplikasi deh,"The app service is really bad; always assigning drivers from very far points even though there are many nearby. Please fix the performance, don’t act like amateurs who just made an app yesterday.",1
5,Gojek,aplikasinya bagus ada promo yang buat jadi lebih murah bagi pengguna baru jadinya gojek lebih nyaman dan seru,"The app is good; promos make it cheaper for new users, so Gojek is more comfortable and fun.",1
5,Maxim,trimakasih terbantu banget dgn driver maxim semoga pelayanan maxim semakin hari semakin baik driver juga ramah dan bersih,"Thanks a lot to Maxim drivers. Hopefully, Maxim’s service gets better day by day, and drivers stay polite and clean.",1
1,Gojek,kenapa harus ada verifikasi muka orang tua saya sudah meninggal gimana mau verifikasi muka ya padahal masih ada sisa uang di gojek,Why is there a face verification for my deceased parent? How can I verify a face? I still have money left in Gojek.,1
4,Gojek,sampai hari ini gojek is the best for mesya sudah pakai gojek sejak tahun 2015 tp sya masih simpan 1 bintang lg karena saya ga dikasih fasilitas pinjam paylater sedangkan yg baru pakai bbrp bulan langsung dikasih kecewa saya kenapa demikian bagaimana penilaiannya,"Until today, Gojek is the best for me. I have used Gojek since 2015 but still gave 1 star because I’m not given a paylater loan facility, while new users get it after a few months. I’m disappointed. What’s the evaluation based on?",1
4,Gojek,aplikasi overall bagus selama dari sma kls 2 sampe kuliah smstr 6 pelayanan selalu memuaskan driver sangat terlatih,"Overall the app is good. From high school grade 2 to university semester 6, the service has always been satisfying, and drivers are well trained.",0
2,Gojek,kesel banget kalo nyari driver ngga dapet bisa sampe satu jam lebih ngga dapet padahal posisi di jakarta kota dan bukan jam sibuk kerja,So frustrated when looking for a driver but can’t get one for over an hour even in Jakarta city and not during rush hour.,0
1,Gojek,kecewa banget sumpah gak mau lagi pakek nih apk nunggu driver nya lama padahal udah pake prioritas masih aja nunggu lama,"Very disappointed, swear I won’t use this app again. The wait for drivers is long, even with priority, still waiting too long.",1
1,Gojek,susah bgt cari driver dibanding grab bnr bnr ga dapet sama sekali kalo grab aku peaen lgsg ada driver yang mau ambil,"Very hard to find drivers compared to Grab, seriously none available, but on Grab I immediately get a driver.",1
1,Gojek,susah cari driver gojek kebanyakan kasih promo murah tapi percuma gada yang maj ambil mending jangan pake gojek pake aja maxim,"Hard to find Gojek drivers. Many give cheap promos but no one accepts. Better don’t use Gojek, use Maxim instead.",1
1,Gojek,driver nya payah payah mahal doanghujan hujan ga ada yang ngambil padahal udah nyalain pencarian cepat mendingan aplikasi kuning udah murah langsung diambil lagi,"The drivers are bad and expensive. In rain, no one takes orders, even though fast search is on. Better to use the yellow app (Grab), cheap and accepted immediately.",1
3,Grab,maaf saya kasih bintang 3 karena saya jarang dapat diskon promo grabbike dan maps driver kadang error jd driver putar arah agak jauh dari titik tempat tujuan,"Sorry, I give 3 stars because I rarely get discount promos from GrabBike and sometimes driver maps have errors causing detours.",0
1,Grab,aplikasi ngaco saya ingin cepat berangkat dapat driver jauh jauh terus lokasi nya sudah beberapa kali pesan cancel pesan cancel ngaco,"The app is messed up. I want to leave quickly but keep getting faraway drivers. I’ve ordered several times, and all got canceled.",1
1,Gojek,makin lama makin kurang ajar aja driver sekarang padahal dah dekat dari jarak dicancel mulu padahal lagi darurat dan milih prioritas tolong min hapus tombol cancel untuk driver atau rating jelek driver yang ngecancel,"Drivers are getting more rude lately, even when close, they keep canceling. I was in an emergency and chose priority. Please remove the cancel button for drivers or give bad ratings to those who cancel.",1
1,Gojek,tolong di perbaiki systymnya sangat merugikan mitra driver dengan map yang suka salah dan penghitungan argo sangat murah sekali,Please fix the system. It’s very detrimental to driver partners with faulty maps and very low fare calculation.,1
4,Grab,tolong grab klo blm selesai ama satu penumpang jangan nerima penumpang yang lain lama di tungguin soal ny,"Please, Grab, if you haven’t finished with one passenger, don’t accept another passenger because we have to wait a long time.",1
3,Gojek,aku pesen gojek biasa bukan yg hemat tetep aj dpt motornya yg supra jelek padahal bayar nya loh udh mahal hadeh gimn ini,"I ordered regular Gojek, not economy, but still got a Supra motorcycle which is old even though I paid more. What’s going on?",1
1,Grab,cuaca lagi hujan cari grab malah makin tinggi harganyamana dapetnya lama banget giliran udah dapet drivernyamalah kejauhan bilangnya mapsnya salah parah banget sihmana lagi urgent tolong ya grab perbaiki,"It’s raining, Grab prices go up, and drivers are hard to get. When I get a driver, they say the map is wrong and far away. It’s really bad, especially when urgent. Please fix Grab.",1
5,Gojek,sudah oke cuma sering dapet ojeknya kejauhan 79 menitan kan ngga selalu pergi jauh pergi cm 6 menit dpt ojeknya 68 mnitan nunggu klo urgent jd ngecansel,"It’s okay but often drivers are too far away—79 minutes sometimes for just a 6-minute ride. If urgent, I cancel.",0
1,Maxim,aplikasi bodoh harga emang menentukan kualitas logika nya kalau driver dapat argo rendah yah pasti pelayanan kacau wajar sih mending aplikasi sebelah deh lebih mahal sedikit tapi pelayanan top,"The app is dumb. Price determines quality. If the driver gets a low fare, service is chaotic. Understandable. Better use another app even if it’s slightly more expensive but with top service.",1
1,Gojek,malam paman gojek mau tanya soal akun syaa driver sampai dunia skrng tidak kunjung aktif dri tahun 2014 sampai skrng tdk aktif jga,"Good evening, uncle Gojek. I want to ask about my account. My driver account has never been active since 2014 until now.",0
1,Grab,aplikasi udah bener sopir grab car nya sering gak bener kebiasaan malak mohon grab memberikan teguran kepada sopir sopir yg seperti itu,The app is good but Grab car drivers often misbehave and are extortionists. Please give warnings to drivers like that.,1
1,Maxim,sangat tidak worth it masa iya sudah siang driver nya tidak ada kembalian uang dan ada yang tidak menggunakan seragam maxim saya kecewa sudah berkali kali kena di maxim ini,Very not worth it. It’s noon but drivers don’t have change and some don’t wear Maxim uniforms. I’m disappointed after many times using Maxim.,1
2,Grab,sedikit kecewa sih pengalaman saya ada grabcar hemat lumayan tuh diskonnya tapi pelayanannya kurang memuaskan tolong dong pelayanannya di tingkatkan lagi pernah di bilang tidak enak sama drivernya di bilang minus lah rugi tapi kenapa di adain grab car hemat grab bike hemat,A bit disappointed with my experience. GrabCar economy had decent discounts but poor service. Drivers said rude things and were uncooperative. Why have GrabCar and GrabBike economy if the service is bad?,1
4,Grab,saranku ada alasan pengemudi meminta cancel klw ada pecancelan atau fitur blokir driver deh muak 3 hari berturutturut di org yg sama minta cancel terus,"My suggestion: There should be reasons given when drivers request cancellations. Also, there should be a block feature for drivers because I’m fed up with the same driver canceling for 3 days in a row.",1
5,Grab,pencarian alamat cuman ada peta opsi satelitnya sudah hilang alamat di peta juga ngaco tolong di perbaiki,"The address search only shows map, the satellite option is gone. The address on the map is messed up. Please fix it.",0
5,Maxim,pengemudi septian hadi dengan daihatsu sigra warna coklat tua nopol bp1706ci selamat menikmati perjalanan anda rating 495,Driver Septian Hadi with dark brown Daihatsu Sigra license plate BP1706CI. Enjoy your trip. Rating 4.95.,0
5,Gojek,depan kantor aja pendaftaran driver ditutup ternyata eh ternyata tetep aja masih buka pendaftaran dengan alasan opang grab vip dll kantor jangan hanya mau di perhatikan tapi driver jga sebagai mitra harus di perhatikan udah tarif nya murah suspend pm tanpa pemberitahuan kepada driver,"Even in front of the office, driver registration is closed but still open for “opang,” “grab vip,” etc. Offices shouldn’t just want attention but also care for drivers as partners. The fare is cheap, drivers get suspended without notification.",0
5,Gojek,cepat dan mantap proses nya driver nya juga bersahabat hanya kurang promo nya aja nih dari pihak gojeg nya,Fast and smooth process. Drivers are friendly. Just lack promotions from Gojek.,1
5,Maxim,sudah bagus tampilan aplikasinya tapi ada baiknya di tingkatkan terutama pemberitahuan rute perjalanan agar mudah dilihat,"The app appearance is good, but it would be better if the trip route notification is improved to be easy to see.",1
1,Grab,aplikasi yang selalu menindas drivernya ga jelas banget kasian drivernya cs bayar 19rb driver cuman dapet 9rb duh karepmu piye cs di peras kok driver malah tambah sengasara,"The app always oppresses drivers unfairly. Poor drivers only get 9,000 IDR out of 19,000 IDR paid by customer. How do you expect drivers to survive? Customer service squeezes drivers causing them to suffer more.",0
1,Gojek,pesen gojek lama banget gila padahal gojeknya di sekeliling banyak banget tapi ngak ada yang mau ambil aneh,Ordering Gojek takes so long. There are many Gojek drivers around but none want to pick up. Weird.,1
1,Maxim,gara salah satu driver kalian saya sampe uninstall dan beri bintang 1 buat aplikasi ini bener tersinggung kecewa,"Because of one of your drivers, I uninstalled and gave 1 star to this app. I was really offended and disappointed.",1
1,Grab,kocak apl ngaco milih tempat tujuan aja susah banget harus milih di peta di cari gabisa,"The app is ridiculous, choosing destination is so hard; must choose on the map but can’t find the location.",1
1,Grab,aplikatornya merugikan konsumen dan driver fokusnya sekarang bukan lagi pelayanan biaya terus dinaikkan tanpa diimbangi peningkatan pelayanan,The app harms consumers and drivers. The focus is no longer on service; fees keep increasing without service improvement.,1
3,Gojek,dulu sempet hapus gojek sekarang setelah download gojek susah masuk karena harus verifikasi wajah udah nyoba banyak kali tetep gabisa soalnya dulu waktu hapus gojek belum verifikasi wajah minta tolong ya karena saya mau pake gojek secepatnya,"I once deleted Gojek, but now after reinstalling, I can’t log in because of face verification. I tried many times but failed. Before deleting, there was no face verification. Please help, I want to use Gojek ASAP.",0
1,Gojek,dah capek pakai gojek ga komitmen di cancel ga bisa malah nunggu lamaa juga ujungnya selalu susah driverteralhir pakai app gojek,"I’m tired of using Gojek. No commitment, always canceled, long waiting times, and always hard to find a driver.",1
5,Maxim,tolong mapsnyaa dipermudah min kadang aga susah search alamat sedik berat juga kita drag maps dan buka fitur foto di room chat agar memudahkan customer memberikan informasi kepada driver,"Please simplify the maps feature. Sometimes it’s hard to search addresses, dragging maps is heavy, and please add photo features in chat rooms to make it easier for customers to give information to drivers.",1
1,Gojek,aplikasi sialan cari driver susah di cancel terus padahal jemputnya orang sakit parah gak ada fitur ngelaporin driver yg cancel apa,"Damn app, hard to find a driver, keeps canceling even though the pickup is for someone seriously sick, no feature to report drivers who cancel.",1
5,Gojek,dengan adanya aplikasi gojek inii sangaaaat membantuu urusaan sayaa seneng bgt ih kadang promonya suka ga ngotak wkwkwkw,"With this Gojek app, it really helps my affairs, I’m very happy, sometimes the promos don’t make sense lol.",1
5,Grab,hallo grabb saya pengguna setia grabb kenapa sekarang grabb jadi lelet memakan waktu dan loadingnya bener2 lama itu sangat menjengkelkan dan saya beberapakali pesen grabb car xl tapi mobil yang dateng hanya untuk 3 penumpang bagaimana ini grabb,"Hello Grab, I am a loyal Grab user, why is Grab slow now, takes a long time and loading is really long, it’s very annoying, and I ordered Grab Car XL several times but the car that came was only for 3 passengers, what’s going on Grab?",0
1,Gojek,cari driver susah ngga bisa cepat kaya dulu sistem semakin aneh it terlalu pintar jadi sulit cari driver,"Hard to find driver, not as fast as before, the system is getting weirder, it’s too smart so it’s hard to find drivers.",1
2,Grab,grab skrg lemot lelet ga cpt respon kaya dulu mau cancel krn salah tujuan jg loading lama banget keburu drivernya datang,"Grab is slow now, slow response like before, when I want to cancel because of wrong destination, loading takes too long, the driver arrives too fast.",1
4,Maxim,untuk driver nya datang lumayan cepat cuman untuk maps yg jalan seperti kampus yang masuk ke gang atau gang g bs di jangkau tolong perbanyak maps nya,"The driver arrives quite fast but the map shows roads like campus areas that lead to alleys or alleys that can’t be reached, please improve the maps.",1
1,Gojek,tolong tertibin driver driver tidak ramah dan mengecewakan biar nyaman untuk pengguna saya kapok pakai gojek lagi makasih,"Please organize the drivers, they are unfriendly and disappointing, to make users comfortable, I’m done using Gojek, thanks.",1
3,Gojek,gojek tolong dong aplikasi diperbaharui kenapa mapnya selalu berubah2 tdk sesuai titik yg di tujuerror mulu,"Gojek please update the app, why does the map always change and doesn’t match the intended point, keeps erroring.",1
1,Gojek,susah skrg gojek ga ada promo psn di grab saja padahal sdh beberapa thn pakai gojek uninstall saja dulu,"Hard now, Gojek has no promos, order on Grab instead, even though I have used Gojek for years, uninstalling first.",1
1,Grab,saya bayar ongkir mahal tapi ke driver keterimanya kecil kasian buat driver tolong di perbaiki buat ongkir driver biar konsumen masih bertahan bersama grab,"I pay expensive shipping but drivers get very little, feel sorry for the drivers, please fix the driver shipping fee so customers stay with Grab.",1
5,Maxim,argonya murah dan terjangkau drivernya baik2 bgt bersih dan rapih driver maxim bisa tau lokasi saya padahl saya di stasiun banyak orang,"The fare is cheap and affordable, drivers are very nice, clean and neat, Maxim drivers can find my location even though I’m at a crowded station.",1
5,Gojek,banyak diskon dan promo menarik yang cocok di saku pelajarmahasiswa saya sangat terbantu menuju lokasi magang terima kasih gojek,"Many discounts and interesting promos suitable for students, it really helps me get to my internship location, thank you Gojek.",1
5,Maxim,aplikasi mantap krna aplikasi ini transportasi ku jdi lbih mudahtrima ksih saya ucapkan kpd pihak maxim,"Great app because this app makes my transportation easier, thanks I say to Maxim.",1
2,Maxim,saya pesan ojek 1830 tapi kok dapet ojek yg 5km lebih jaraknya waktu tempuh seharusnya cuman 1015 menit jadi 40mnt 1 jam padahal banyak ojek yg jarak dari saya cuman 500 meter telat masuk kelas saya nya gara2 ini,"I ordered ojek at 18:30 but got an ojek 5 km away, travel time should be only 10-15 minutes but took 40 minutes to 1 hour, many ojeks are only 500 meters away, I was late for class because of this.",0
5,Gojek,sangat membantu dan akurat cuman sayangnya suka ada driver yang pilih pilih jarak kalau yang dekat mereka suka minta cancle karena perhitungan ongkos padahal pelanggan juga ngerti dan suka ngasih tambahan ongkos karena merasa terbantu,"Very helpful and accurate, but unfortunately some drivers are picky about distance, if it’s close they often ask to cancel because of fare calculation, though customers understand and often give extra fare because they feel helped.",1
4,Grab,udah bagus sih cuman masih aja ada lag pas aksesnya lama banget pas nyari tempat di maps nya kayak nggak smoothlancar gitu benering dong min,"Already good but there’s still lag, takes very long to access, searching for place on the map is not smooth, please fix it admin.",0
1,Gojek,teu guna pisan stiap kali psen gojek lama nunggu udah mah harga mahal mending harga mahal cepet dpet yah ini mah harus nunggu lama smpe ksiangan,"Completely useless, every time I order Gojek it takes long to wait, price is expensive, better expensive but fast, this one must wait a long time until late.",1
1,Grab,saya pesan grab plus beberapa x dapat y taxi bb saya ingin y mobil pribadi bkn taxi bb lama lama pindah pakai gojek yg jelas bkn kaya grab mengecewakan sistem grab,"I ordered Grab Plus several times but got taxi BB, I want private car not taxi BB, eventually switched to Gojek which is clearer, Grab system is disappointing.",1
5,Gojek,pelanggan yang terhormat oleh karna penjemputan goride terutama di jam sibuk blast nya terlalu jauh di mohon para pelanggan bawa motor masing masing dengan harapan pelanggan tidak telat sampai lokasi tujuan,"Dear customers, due to GoRide pick up especially at rush hour blast is too far, please bring your own motorbike so you won’t be late to destination.",0
1,Gojek,gojek ini seperti nya ingin memeras rakyat indonesia banyak pengeluhan para driver semoge pemerintahan secepat nya melakukan pengecekan kepasar aplikasi gojek,"This Gojek seems to want to squeeze Indonesian people, many complaints from drivers, hope the government quickly checks the Gojek market app.",1
4,Gojek,tolong dihimbau utk para pengemudi gocar jgn merokok di dalam mobil karena bau assp rokok msh tertinggal dan itu sangat mengganggu,Please advise Gocar drivers not to smoke inside the car because cigarette smell remains and it’s very disturbing.,1
5,Gojek,alhamdulillah mo butuh sesuatu tinggal gojekin aja mereka on time dan baik semoga allah ganti lebih perjuangan mereka mencari nafkah,"Thank God if I need something just Gojek it, they are on time and nice, may God repay their efforts in earning a living.",1
1,Grab,harganya jadi naik 2 lipat ngak seperti biasanya fitur grabbike hemat menghilang secara tiba tiba begitu saja,"Prices have doubled, not like usual, the Grabbike budget feature disappeared suddenly like that.",1
1,Gojek,tolong di perbaiki lagi dengan kondisi yang sekarang banyak driver yang susah makan dan penghasilan turun sampai rela tidur di jalan miris banget denger keluh kesah para driver gojek semoga ada kebijakan dengan kondisi sprti ini tidak manusiawi,"Please fix again, now many drivers have trouble eating and income drops, even sleep on the street, very sad to hear drivers’ complaints, hope there’s a policy for this inhumane condition.",1
1,Gojek,tolong fitur pencarian drivernya segera diperbaiki setiap kali memesan selalu saja dapat driver yang lokasinya terlampau jauh padahal dilokasi pemesanan banyak sekali driver yang lebih dekat tapi selalu saja malah dapet driver yang kejauhan,"Please fix the driver search feature immediately, every time I order I always get drivers located too far away, even though there are many closer drivers at the ordering location but I always get the far one.",1
1,Gojek,kebiasaan banget ini gojek tiap bru ujan selalu susah cari driver berkali ga dapet mana lamaaaaa bangettt pdhl ujan aja ga besar amat dan ud berenti beginiii bagian dapet driver jauhhh,"It’s a habit for Gojek that whenever it rains it’s hard to find drivers, many times I got none, takes too long even though rain isn’t heavy and has stopped, then got a far driver.",1
1,Gojek,sudah 45 menit saya mesan gocar semuanya tidak bergerak mobilnya saya kehujanan mau bekerja apa memang drivernya begitu tolong di pantau,"I’ve been ordering Gocar for 45 minutes, none moved, got caught in rain, want to work or drivers really like this, please monitor.",0
3,Gojek,2018 sama sekali gapernah menggunakan gojek 2024 full pengguna gojek tapi kecewa jarang ada promo yg good deal,"2018 never used Gojek, 2024 full user, but disappointed, rarely good promo deals.",1
1,Grab,2 bulan ini berat banget apk nya bkin ngelag hp yg ram 4gb ini apk ojek online apa yutub sih setiap buka kok malah otomatus mutar video ga jelas bikin berat,"For 2 months the app is very heavy, lagging my 4GB RAM phone, is this an online ojek app or YouTube? Every time opened it automatically plays unclear video making it heavy.",0
1,Gojek,aplikasi scam beli gojek plus biar dapet promo potongan udah diperpanjang malah ga ada promo sama sekali,"Scam app, buy Gojek Plus to get promo discount, already extended but no promo at all.",1
1,Gojek,kenapa driver tuh sekarang emosian terus minta tip juga padahal tanpa minta bakal gue kasih tapi kalo minta kek ga iklas aja saya mana tau bayarnya murah goceng doang ngomel nya ke costumer hadehhh mls pake gojek,"Why are drivers so emotional now and ask for tips, even though I would give without asking, but if they ask it feels not sincere, how do I know the pay is cheap, just five thousand, complaining to customer, ugh lazy to use Gojek.",1
4,Gojek,hp saya menggunakan pembaca layar entah kenapa sampai sekarang belum akses untuk mengangkat menerima telepon dari driver gojek hari ini saya menyesal telah mengecewakan 2 driver motor gojek karena persoalan tersebut,"My phone uses screen reader but until now can’t access to answer calls from Gojek drivers, today I regret disappointing 2 Gojek drivers because of this.",1
1,Grab,ni aplikasi tololl banget dahhh mau cancel di persulit ga jelas bet nungguin sampe hampir 3 jam ga ada driver ga jelas banget cok,"This app is stupid, cancelling is complicated, unclear, waited almost 3 hours no driver, very unclear damn.",0
3,Maxim,tolong dong untuk penyedia aplikasi dibenahi maps yg di aplikasi nya biar user dan driver tidak kebingungan masa maps nya diputerin puterin pdahal bisa pakai jalan yang umum dilewati orangorang,"Please fix the maps on the app so users and drivers won’t be confused, why spin the maps around when it could use roads commonly passed by people.",0
1,Gojek,suami saya pakai gojek alamat tujuan masih jauh alasan gojeknya gak pernah nganter ke stasiun leles malah di turunin di pasar leles yang jaraknya masih jauh ke stasiun masa driver gak bisa baca maps masih tanya2 ke penumpang,"My husband uses Gojek but destination is still far, Gojek never delivers to Leles station, instead drops at Leles market which is far from station, how can drivers not read maps still ask passengers.",0
2,Maxim,banyak penyusup hati hati banyak juga yang nipu saya udah 2 kali soal e tetep grabgojek pemenangya ada harga ada kualitas pelayanan juga,"Beware of infiltrators, many scams too, I’ve been scammed twice, still GrabGojek wins, you get what you pay for, quality service too.",1
1,Gojek,aplikasi anjink paylater gua diblokir emang bbbbiiiii padahal sudah gua lunasi gua berdoa semoga bangkrut lo gojek antek antek,"This damn paylater app got blocked, damn, even though I have paid it off, I pray Gojek goes bankrupt, bastards.",1
1,Gojek,gojek bulan februari ini mhal bgt bgt bgt pdhl jrak dekat baget go ride maupun gocar mhal g sesuai jarak ada voucheer jg buat krtu bsi g ada bca,"This February Gojek is very expensive, even short distance, Go Ride or Gocar expensive, no voucher for BSI card or BCA.",1
5,Gojek,driver sangat ramah dan sangat sopan tapi di profil perempuan tapi actualnya laki tapi yg penting jujur dan target tepat sasaran,"Drivers very friendly and polite but profile says female but actually male, but important honest and target accurate.",1
5,Gojek,sejauh ini masih aman driver juga pada santai ui aplikasi ramah bagi pengguna baru pokoknya best deh cuma minta dikembangkan terus saja sesuai kebutuhan konsumen,"So far still safe, drivers relaxed, UI friendly for new users, basically the best, just needs constant development according to consumer needs.",1
